Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024041004,18,20,11,59.6,0.61,4.35,0.55,87
Referral,2024041302,18,20,15,25.8,0.83,4.3,0.75,86
Referral,2024041307,18,20,14,39.55,0.78,5.65,0.7,113
Referral,2024041502,18,24,12,99.04,0.67,4.33,0.5,104
Referral,2024041601,18,23,14,57.3,0.78,4.7,0.61,108
Referral,2024041702,18,20,14,79.65,0.78,4.2,0.7,84
Referral,2024041803,18,19,14,165.53,0.78,4.58,0.74,87
Referral,2024041804,18,22,12,178.45,0.67,5.23,0.55,115
Referral,2024042202,18,27,15,27.52,0.83,4.33,0.56,117
Referral,2024042606,18,20,12,9.05,0.67,3.45,0.6,69
Referral,2024042607,18,20,14,57.2,0.78,5,0.7,100
Referral,2024042708,18,25,14,76.68,0.78,4.64,0.56,116
Referral,2024042802,18,21,14,144,0.78,4.71,0.67,99
Referral,2024042907,18,22,19,61.55,1.06,6.86,0.86,151
Direct,2024040702,17,21,10,16.95,0.59,4.86,0.48,102
Direct,2024041104,17,20,13,23.25,0.76,3.75,0.65,75
Direct,2024041107,17,25,8,45.84,0.47,4.88,0.32,122
Direct,2024041904,17,22,8,28,0.47,3.23,0.36,71
Direct,2024042305,17,21,6,24.76,0.35,3.86,0.29,81
Direct,2024042803,17,21,10,23.52,0.59,4.14,0.48,87
Direct,2024042902,17,30,8,25.6,0.47,3.53,0.27,106
Direct,2024050204,17,21,12,49.67,0.71,5.19,0.57,109
Organic Search,2024040704,17,18,9,23.44,0.53,3.89,0.5,70
Organic Search,2024040705,17,18,7,38.83,0.41,3.89,0.39,70
Organic Search,2024041206,17,22,10,41.77,0.59,4.36,0.45,96
Organic Search,2024041302,17,21,10,19.38,0.59,3.48,0.48,73
Organic Search,2024041305,17,19,13,49.32,0.76,4.63,0.68,88
Organic Search,2024041604,17,20,10,26.7,0.59,3.65,0.5,73
Organic Search,2024041723,17,20,15,86.7,0.88,4.85,0.75,97
Organic Search,2024042106,17,19,9,90.16,0.53,6.42,0.47,122
Organic Search,2024042301,17,25,11,13.08,0.65,3.16,0.44,79
Organic Search,2024042702,17,19,14,154.68,0.82,5.26,0.74,100
Organic Search,2024042707,17,17,11,36.53,0.65,4.53,0.65,77
Organic Search,2024050104,17,20,13,31.7,0.76,3.5,0.65,70
Referral,2024041006,17,22,12,44.59,0.71,3.36,0.55,74
Referral,2024041304,17,17,14,131.24,0.82,6.47,0.82,110
Referral,2024041306,17,18,11,76.72,0.65,4.5,0.61,81
Referral,2024042007,17,19,12,31.79,0.71,4.16,0.63,79
Referral,2024042107,17,20,14,61.75,0.82,8.95,0.7,179
Referral,2024042703,17,18,14,80.67,0.82,7.17,0.78,129
Referral,2024042906,17,20,15,49.6,0.88,5.15,0.75,103
Direct,2024040604,16,21,6,77.05,0.38,4.14,0.29,87
Direct,2024040804,16,19,12,102.53,0.75,3.53,0.63,67
Direct,2024041604,16,25,9,38.68,0.56,3.48,0.36,87
Direct,2024042002,16,26,13,27.38,0.81,4.15,0.5,108
Direct,2024042006,16,18,8,35.61,0.5,4.11,0.44,74
Direct,2024042204,16,21,10,59.14,0.63,5,0.48,105
Direct,2024042206,16,21,9,15.67,0.56,3.29,0.43,69
Direct,2024042404,16,21,9,27,0.56,4.14,0.43,87
Direct,2024042503,16,18,9,157.22,0.56,4.78,0.5,86
Direct,2024042504,16,19,10,48.74,0.63,3.74,0.53,71
Direct,2024042605,16,19,8,15.89,0.5,3.63,0.42,69
Direct,2024043006,16,22,8,37.18,0.5,3.55,0.36,78
Organic Search,2024040709,16,25,9,34.84,0.56,3.48,0.36,87
Organic Search,2024041504,16,22,12,48.77,0.75,3.14,0.55,69
Organic Search,2024041804,16,16,8,15.38,0.5,4.13,0.5,66
Organic Search,2024042003,16,20,11,157.3,0.69,4,0.55,80
Organic Search,2024042403,16,18,13,18.67,0.81,3.33,0.72,60
Organic Search,2024042503,16,20,13,61.4,0.81,6,0.65,120
Organic Search,2024042808,16,17,11,49.41,0.69,4.47,0.65,76
Organic Search,2024043005,16,18,10,13.39,0.63,3.17,0.56,57
Organic Social,2024041305,16,18,12,20.44,0.75,3.89,0.67,70
Organic Social,2024042704,16,24,10,34.38,0.63,4.75,0.42,114
Referral,2024040605,16,18,10,54,0.63,3.67,0.56,66
Referral,2024040702,16,19,13,42.74,0.81,4,0.68,76
Referral,2024040804,16,19,13,499.95,0.81,5.74,0.68,109
Referral,2024040805,16,18,12,108.61,0.75,5.89,0.67,106
Referral,2024040905,16,17,13,62.18,0.81,5.88,0.76,100
Referral,2024041104,16,18,11,79.44,0.69,3.83,0.61,69
Referral,2024041204,16,22,12,95.5,0.75,4.27,0.55,94
Referral,2024041205,16,20,11,60.65,0.69,4.2,0.55,84
Referral,2024041303,16,18,10,18.17,0.63,3.56,0.56,64
Referral,2024041305,16,19,12,55.79,0.75,3.68,0.63,70
Referral,2024041506,16,18,13,141.06,0.81,5.61,0.72,101
Referral,2024041706,16,20,13,95.75,0.81,7.45,0.65,149
Referral,2024042106,16,18,14,88.5,0.88,6.33,0.78,114
Referral,2024042203,16,20,13,75.95,0.81,4.1,0.65,82
Referral,2024042207,16,19,10,59.11,0.63,4.53,0.53,86
Referral,2024042504,16,17,11,64.59,0.69,4.59,0.65,78
Referral,2024042807,16,17,15,48.59,0.94,5,0.88,85
Referral,2024042903,16,18,10,189.78,0.63,5.39,0.56,97
Referral,2024043005,16,19,14,54.89,0.88,4.79,0.74,91
Direct,2024040706,15,20,9,28.35,0.6,3.8,0.45,76
Direct,2024040707,15,20,9,30.05,0.6,4.45,0.45,89
Direct,2024040806,15,22,8,25,0.53,3.32,0.36,73
Direct,2024042103,15,21,7,20.76,0.47,3.14,0.33,66
Direct,2024042302,15,25,7,32.4,0.47,4.2,0.28,105
Direct,2024050102,15,23,7,36.91,0.47,4.17,0.3,96
Direct,2024050103,15,22,9,38.95,0.6,3.73,0.41,82
Organic Search,2024040605,15,18,10,16.83,0.67,2.89,0.56,52
Organic Search,2024040805,15,16,12,20.38,0.8,3.81,0.75,61
Organic Search,2024041304,15,18,11,34.67,0.73,4.94,0.61,89
Organic Search,2024041704,15,18,11,31.11,0.73,2.83,0.61,51
Organic Search,2024041705,15,23,13,26.13,0.87,3.39,0.57,78
Organic Search,2024042104,15,17,14,36.82,0.93,5.88,0.82,100
Organic Search,2024042303,15,18,11,23.61,0.73,3.17,0.61,57
Organic Search,2024042504,15,16,10,17.81,0.67,3.19,0.63,51
Organic Search,2024042904,15,16,11,97.63,0.73,7.06,0.69,113
Organic Search,2024043004,15,19,11,24.26,0.73,3.42,0.58,65
Referral,2024040708,15,17,14,134.06,0.93,6.53,0.82,111
Referral,2024041106,15,17,10,34.35,0.67,4.47,0.59,76
Referral,2024041403,15,19,10,49.21,0.67,3.79,0.53,72
Referral,2024041704,15,19,10,32.47,0.67,3.42,0.53,65
Referral,2024041904,15,16,9,39.06,0.6,3.63,0.56,58
Referral,2024042104,15,19,12,45.74,0.8,6.05,0.63,115
Referral,2024042204,15,19,8,90.58,0.53,4.53,0.42,86
Referral,2024042205,15,15,9,41.13,0.6,4.53,0.6,68
Referral,2024042404,15,22,12,89.95,0.8,6.05,0.55,133
Referral,2024042405,15,16,12,204.19,0.8,10.38,0.75,166
Referral,2024042506,15,18,13,118.56,0.87,5.61,0.72,101
Referral,2024043002,15,23,14,86.74,0.93,4.04,0.61,93
Referral,2024043003,15,19,12,103.63,0.8,5,0.63,95
Referral,2024050105,15,18,8,104.67,0.53,4.39,0.44,79
Referral,2024050303,15,23,10,40.48,0.67,4.7,0.43,108
Direct,2024041103,14,23,6,5.83,0.43,3.52,0.26,81
Direct,2024041905,14,19,7,41.89,0.5,3.58,0.37,68
Direct,2024042003,14,18,10,52.28,0.71,4.28,0.56,77
Direct,2024042105,14,18,10,28.5,0.71,2.83,0.56,51
Direct,2024042604,14,20,8,7.9,0.57,4.5,0.4,90
Direct,2024050106,14,16,12,21.44,0.86,3.81,0.75,61
Organic Search,2024040706,14,16,7,25.19,0.5,3.38,0.44,54
Organic Search,2024040904,14,18,11,69.17,0.79,6.22,0.61,112
Organic Search,2024041203,14,18,11,38.89,0.79,3.89,0.61,70
Organic Search,2024042204,14,19,12,20.11,0.86,3.32,0.63,63
Organic Search,2024042205,14,16,10,150.13,0.71,3.31,0.63,53
Organic Search,2024042606,14,18,6,21.06,0.43,3.17,0.33,57
Organic Search,2024042704,14,18,11,55.17,0.79,6.39,0.61,115
Organic Search,2024042705,14,17,8,37.29,0.57,5.06,0.47,86
Organic Search,2024042803,14,17,8,50.24,0.57,3.71,0.47,63
Organic Search,2024050103,14,15,8,27.13,0.57,3.07,0.53,46
Organic Search,2024050108,14,17,11,40.41,0.79,3.94,0.65,67
Organic Search,2024050202,14,22,9,8.59,0.64,4.14,0.41,91
Referral,2024040706,14,14,7,30.36,0.5,4.07,0.5,57
Referral,2024040904,14,16,8,27.75,0.57,5,0.5,80
Referral,2024041003,14,18,9,51.83,0.64,3.78,0.5,68
Referral,2024041005,14,17,10,125.71,0.71,7.59,0.59,129
Referral,2024041402,14,18,11,172.72,0.79,4.72,0.61,85
Referral,2024041407,14,17,13,30.12,0.93,4.12,0.76,70
Referral,2024041503,14,18,9,24.94,0.64,4.39,0.5,79
Referral,2024041507,14,16,13,56.94,0.93,6.38,0.81,102
Referral,2024042303,14,17,8,55.94,0.57,4.41,0.47,75
Referral,2024042306,14,20,12,49.9,0.86,7.75,0.6,155
Referral,2024042808,14,19,12,65.37,0.86,5.58,0.63,106
Referral,2024043004,14,15,9,248,0.64,7,0.6,105
Referral,2024050102,14,17,11,64.59,0.79,8.29,0.65,141
Referral,2024050306,14,17,12,58.24,0.86,4.53,0.71,77
Direct,2024040703,13,16,6,20.13,0.46,4.19,0.38,67
Direct,2024042905,13,18,6,54.39,0.46,3.33,0.33,60
Direct,2024043003,13,20,4,26.1,0.31,4.6,0.2,92
Organic Search,2024040606,13,16,9,141.44,0.69,4.38,0.56,70
Organic Search,2024040707,13,19,11,26.05,0.85,3.21,0.58,61
Organic Search,2024041005,13,16,7,33.88,0.54,3.56,0.44,57
Organic Search,2024041406,13,15,8,22.2,0.62,3.47,0.53,52
Organic Search,2024042706,13,18,7,13.22,0.54,3.5,0.39,63
Organic Search,2024042903,13,15,7,7.07,0.54,2.87,0.47,43
Organic Search,2024050106,13,15,10,35.6,0.77,3.27,0.67,49
Organic Social,2024042705,13,15,11,43.07,0.85,5,0.73,75
Referral,2024040603,13,15,11,144.47,0.85,9.6,0.73,144
Referral,2024040703,13,14,11,122.36,0.85,5.36,0.79,75
Referral,2024040705,13,16,10,57.75,0.77,6.06,0.63,97
Referral,2024041605,13,17,11,19.47,0.85,3.94,0.65,67
Referral,2024041905,13,15,8,48.53,0.62,5.2,0.53,78
Referral,2024042505,13,14,13,75.5,1,3.93,0.93,55
Direct,2024041406,12,14,5,6.43,0.42,3.57,0.36,50
Direct,2024042008,12,20,8,29.45,0.67,3.5,0.4,70
Direct,2024042704,12,14,4,12.36,0.33,3.5,0.29,49
Direct,2024050105,12,15,8,156,0.67,6.47,0.53,97
Direct,2024050305,12,14,5,10.36,0.42,3.71,0.36,52
Organic Search,2024040804,12,14,8,16.86,0.67,3.71,0.57,52
Organic Search,2024041104,12,14,8,54.57,0.67,3.57,0.57,50
Organic Search,2024041603,12,16,10,27.88,0.83,4.13,0.63,66
Organic Search,2024042305,12,15,6,25.73,0.5,4,0.4,60
Organic Search,2024042603,12,15,9,50.4,0.75,5.47,0.6,82
Organic Search,2024042605,12,14,7,39.14,0.58,3.14,0.5,44
Organic Search,2024050204,12,14,8,44.07,0.67,3.71,0.57,52
Referral,2024040806,12,16,7,30.94,0.58,3.81,0.44,61
Referral,2024041408,12,16,9,67.81,0.75,6.38,0.56,102
Referral,2024041505,12,16,12,152.75,1,4.69,0.75,75
Referral,2024041604,12,13,9,43.92,0.75,6.69,0.69,87
Referral,2024042304,12,18,9,1168,0.75,5.11,0.5,92
Referral,2024042705,12,15,10,86.4,0.83,9.73,0.67,146
Referral,2024042905,12,14,11,130.57,0.92,4.21,0.79,59
Referral,2024050305,12,13,4,62,0.33,3.69,0.31,48
Direct,2024040705,11,16,5,18.94,0.45,3,0.31,48
Direct,2024040802,11,18,3,20.22,0.27,3.11,0.17,56
Direct,2024041603,11,18,6,5.83,0.55,3.06,0.33,55
Direct,2024042705,11,16,2,9.63,0.18,3.13,0.13,50
Direct,2024042806,11,15,5,5.47,0.45,2.67,0.33,40
Direct,2024042904,11,17,6,59.35,0.55,3.88,0.35,66
Organic Search,2024041303,11,16,7,34.69,0.64,3.13,0.44,50
Organic Search,2024041405,11,15,10,23.07,0.91,3,0.67,45
Organic Search,2024042005,11,14,9,19.07,0.82,3.71,0.64,52
Organic Search,2024042105,11,14,6,20.21,0.55,4.07,0.43,57
Organic Search,2024042703,11,15,9,24.87,0.82,3.13,0.6,47
Referral,2024041103,11,15,6,91.73,0.55,5.4,0.4,81
Referral,2024042006,11,11,8,153.27,0.73,9.55,0.73,105
Referral,2024042105,11,12,8,58.83,0.73,5.25,0.67,63
Referral,2024042605,11,14,10,52.21,0.91,6.07,0.71,85
Referral,2024042706,11,12,11,201,1,10.83,0.92,130
Organic Search,2024040604,10,11,7,50.09,0.7,4.18,0.64,46
Organic Search,2024041105,10,12,7,44.33,0.7,4.33,0.58,52
Organic Search,2024042004,10,15,6,22.07,0.6,2.87,0.4,43
Organic Search,2024042404,10,14,9,6.5,0.9,3.5,0.64,49
Referral,2024041504,10,15,8,75.73,0.8,5.27,0.53,79
Referral,2024041906,10,12,8,44.83,0.8,4.83,0.67,58
Referral,2024042305,10,11,5,20.82,0.5,4.82,0.45,53
Referral,2024042803,10,10,9,54.5,0.9,7,0.9,70
Referral,2024042805,10,13,8,57.15,0.8,4.69,0.62,61
Organic Search,2024041505,9,10,7,46,0.78,11.5,0.7,115
Organic Search,2024042103,9,14,5,11.71,0.56,3.07,0.36,43
Referral,2024040704,9,14,7,54,0.78,3.86,0.5,54
Referral,2024041105,9,14,7,121.57,0.78,5.14,0.5,72
Referral,2024041404,9,12,7,47.17,0.78,5.08,0.58,61
Referral,2024041406,9,11,8,30.27,0.89,6.64,0.73,73
Referral,2024042604,9,9,6,80.89,0.67,5.33,0.67,48
Organic Search,2024040803,8,12,7,29.92,0.88,3.42,0.58,41
Organic Search,2024042006,8,12,7,25.92,0.88,3.08,0.58,37
Organic Search,2024042102,8,13,6,22.69,0.75,3.92,0.46,51
Organic Search,2024050203,8,12,4,18.92,0.5,3.08,0.33,37
Referral,2024042704,8,12,7,88,0.88,4.17,0.58,50
Referral,2024042003,7,9,3,23.67,0.43,3.78,0.33,34
Referral,2024042004,7,10,6,90.2,0.86,4.2,0.6,42
Referral,2024042804,7,11,5,79.09,0.71,5.64,0.45,62
Organic Search,2024040905,6,8,5,627.38,0.83,5.63,0.63,45
Organic Search,2024042807,6,10,4,23.3,0.67,4.3,0.4,43
Organic Social,2024041623,6,6,6,102.67,1,4.83,1,29
Referral,2024041405,6,12,7,22.83,1.17,2.75,0.58,33
Referral,2024042005,6,7,4,22.14,0.67,5.43,0.57,38
Referral,2024042806,6,9,4,65.11,0.67,3.89,0.44,35
Unassigned,2024042415,6,6,0,145.5,0,3.33,0,20
Unassigned,2024042410,5,5,0,11.6,0,2,0,10
Organic Search,2024042805,4,7,1,10.86,0.25,3,0.14,21
Organic Search,2024042806,4,8,3,12.88,0.75,2.75,0.38,22
Referral,2024041623,4,4,4,635,1,7.25,1,29
Unassigned,2024041119,4,4,0,54,0,2.25,0,9
Unassigned,2024041312,4,4,0,70.5,0,1.25,0,5
Unassigned,2024041316,4,4,0,25.75,0,2,0,8
Unassigned,2024041511,4,4,0,19.25,0,1,0,4
Unassigned,2024041514,4,4,0,8.25,0,1.5,0,6
Unassigned,2024042318,4,4,0,64.25,0,1.75,0,7
Unassigned,2024042319,4,4,1,53,0.25,3.25,0.25,13
Unassigned,2024050119,4,4,0,158.25,0,7.25,0,29
Unassigned,2024050300,4,4,0,11.25,0,3.5,0,14
Unassigned,2024040615,3,3,0,26,0,1,0,3
Unassigned,2024040622,3,3,0,30,0,2,0,6
Unassigned,2024040811,3,3,0,17.67,0,1.33,0,4
Unassigned,2024041114,3,3,0,124,0,3.33,0,10
Unassigned,2024041321,3,3,0,0,0,1.33,0,4
Unassigned,2024041408,3,3,0,1.67,0,2.67,0,8
Unassigned,2024041419,3,3,0,10.67,0,2,0,6
Unassigned,2024041515,3,3,0,28.33,0,2.67,0,8
Unassigned,2024041516,3,3,0,20.67,0,1.67,0,5
Unassigned,2024041812,3,3,0,7.33,0,1.33,0,4
Unassigned,2024042221,3,3,0,12.67,0,1.67,0,5
Unassigned,2024042316,3,3,0,21.33,0,1.67,0,5
Unassigned,2024042400,3,3,0,28.33,0,3.33,0,10
Unassigned,2024042403,3,3,0,39.67,0,2.33,0,7
Unassigned,2024042408,3,3,0,26.33,0,2.33,0,7
Unassigned,2024042411,3,3,0,0,0,1,0,3
Unassigned,2024042419,3,3,0,73,0,2.33,0,7
Unassigned,2024042510,3,3,0,540.33,0,50.67,0,152
Unassigned,2024042512,3,3,0,110.33,0,3,0,9
Unassigned,2024042613,3,3,0,187.67,0,1.33,0,4
Unassigned,2024042620,3,3,0,40.33,0,5.67,0,17
Unassigned,2024042912,3,3,0,16,0,1,0,3
Unassigned,2024042922,3,3,0,17.33,0,3.67,0,11
Unassigned,2024043013,3,3,0,196,0,4,0,12
Unassigned,2024050122,3,3,0,638,0,2.33,0,7
Unassigned,2024050223,3,3,0,0,0,1.33,0,4
Organic Video,2024041220,2,2,2,553,1,20.5,1,41
Organic Video,2024041718,2,2,1,50,0.5,5.5,0.5,11
Organic Video,2024042521,2,2,2,315,1,21,1,42
Organic Video,2024042911,2,2,2,37.5,1,4.5,1,9
Organic Video,2024050201,2,2,2,653.5,1,14,1,28
Organic Video,2024050222,2,2,2,267,1,7.5,1,15
Unassigned,2024040609,2,2,0,13.5,0,3,0,6
Unassigned,2024040610,2,2,0,0,0,1,0,2
Unassigned,2024040611,2,2,0,131.5,0,4.5,0,9
Unassigned,2024040614,2,2,0,0,0,1,0,2
Unassigned,2024040704,2,2,0,11,0,4,0,8
Unassigned,2024040717,2,2,0,1122.5,0,3,0,6
Unassigned,2024040718,2,2,0,48,0,5.5,0,11
Unassigned,2024040721,2,2,0,4,0,5.5,0,11
Unassigned,2024040810,2,2,0,0,0,2.5,0,5
Unassigned,2024040814,2,2,0,31,0,2,0,4
Unassigned,2024040815,2,2,0,41.5,0,2,0,4
Unassigned,2024040900,2,2,0,18,0,4.5,0,9
Unassigned,2024040917,2,2,0,119,0,2.5,0,5
Unassigned,2024041002,2,2,0,32,0,1.5,0,3
Unassigned,2024041118,2,2,0,85.5,0,1.5,0,3
Unassigned,2024041211,2,2,0,5,0,1.5,0,3
Unassigned,2024041215,2,2,0,35,0,2.5,0,5
Unassigned,2024041303,2,2,1,9,0.5,3,0.5,6
Unassigned,2024041318,2,2,0,222,0,3,0,6
Unassigned,2024041400,2,2,0,3.5,0,1,0,2
Unassigned,2024041406,2,2,0,9,0,2.5,0,5
Unassigned,2024041410,2,2,0,8.5,0,1.5,0,3
Unassigned,2024041413,2,2,0,156,0,5,0,10
Unassigned,2024041420,2,2,0,8,0,1,0,2
Unassigned,2024041512,2,2,0,23,0,1.5,0,3
Unassigned,2024041517,2,2,0,0,0,1.5,0,3
Unassigned,2024041519,2,2,0,3.5,0,1.5,0,3
Unassigned,2024041600,2,2,0,0,0,4,0,8
Unassigned,2024041606,2,2,0,16,0,3,0,6
Unassigned,2024041607,2,2,0,0,0,3,0,6
Unassigned,2024041610,2,2,0,4,0,2,0,4
Unassigned,2024041612,2,2,0,0,0,1,0,2
Unassigned,2024041619,2,2,0,29.5,0,3,0,6
Unassigned,2024041622,2,2,0,158.5,0,7.5,0,15
Unassigned,2024041714,2,2,0,34,0,5,0,10
Unassigned,2024041715,2,2,0,0,0,1.5,0,3
Unassigned,2024041716,2,2,0,113.5,0,7,0,14
Unassigned,2024041721,2,2,0,3,0,1,0,2
Unassigned,2024041816,2,2,0,0,0,1.5,0,3
Unassigned,2024041818,2,2,0,158,0,5,0,10
Unassigned,2024041820,2,2,0,70,0,4.5,0,9
Unassigned,2024041822,2,2,0,0,0,1,0,2
Unassigned,2024041911,2,3,0,0,0,1.33,0,4
Unassigned,2024041914,2,2,0,216.5,0,6,0,12
Unassigned,2024041919,2,2,0,83.5,0,3.5,0,7
Unassigned,2024042002,2,2,0,220,0,1.5,0,3
Unassigned,2024042012,2,2,0,66,0,2,0,4
Unassigned,2024042017,2,2,0,146.5,0,6.5,0,13
Unassigned,2024042019,2,2,0,68.5,0,7,0,14
Unassigned,2024042020,2,2,0,6,0,1,0,2
Unassigned,2024042111,2,2,0,140,0,3.5,0,7
Unassigned,2024042113,2,2,0,12.5,0,3.5,0,7
Unassigned,2024042115,2,2,0,116.5,0,4,0,8
Unassigned,2024042117,2,2,0,0,0,1,0,2
Unassigned,2024042120,2,2,0,66.5,0,3,0,6
Unassigned,2024042121,2,2,0,32.5,0,1,0,2
Unassigned,2024042200,2,2,0,256.5,0,1.5,0,3
Unassigned,2024042202,2,2,0,52,0,4,0,8
Unassigned,2024042212,2,2,0,42,0,2,0,4
Unassigned,2024042214,2,2,0,64.5,0,14,0,28
Unassigned,2024042311,2,2,0,18.5,0,2,0,4
Unassigned,2024042312,2,2,0,53.5,0,3.5,0,7
Unassigned,2024042321,2,2,0,10.5,0,3,0,6
Unassigned,2024042322,2,2,0,16.5,0,2,0,4
Unassigned,2024042406,2,2,0,33,0,3.5,0,7
Unassigned,2024042409,2,3,0,453.67,0,3.67,0,11
Unassigned,2024042416,2,2,0,77.5,0,5.5,0,11
Unassigned,2024042508,2,2,0,24.5,0,3.5,0,7
Unassigned,2024042511,2,2,0,23,0,1.5,0,3
Unassigned,2024042516,2,2,0,164,0,8.5,0,17
Unassigned,2024042517,2,2,0,17.5,0,3,0,6
Unassigned,2024042600,2,2,0,241,0,8.5,0,17
Unassigned,2024042602,2,2,0,4.5,0,1,0,2
Unassigned,2024042619,2,2,0,32,0,1,0,2
Unassigned,2024042623,2,2,0,106,0,2,0,4
Unassigned,2024042720,2,2,0,94.5,0,4.5,0,9
Unassigned,2024042814,2,2,0,99.5,0,4.5,0,9
Unassigned,2024042815,2,2,0,15.5,0,2,0,4
Unassigned,2024042818,2,2,0,149.5,0,2,0,4
Unassigned,2024042821,2,2,0,67.5,0,3,0,6
Unassigned,2024042900,2,2,0,368.5,0,2.5,0,5
Unassigned,2024042910,2,2,0,35.5,0,2,0,4
Unassigned,2024042914,2,2,0,20.5,0,1.5,0,3
Unassigned,2024042916,2,2,0,123,0,6,0,12
Unassigned,2024042923,2,2,0,54.5,0,2.5,0,5
Unassigned,2024043001,2,3,0,3.67,0,1.67,0,5
Unassigned,2024043017,2,2,0,0,0,2,0,4
Unassigned,2024050118,2,2,0,0,0,1,0,2
Unassigned,2024050215,2,2,0,9.5,0,1.5,0,3
Unassigned,2024050221,2,2,0,55,0,1.5,0,3
Unassigned,2024050222,2,2,0,0,0,1.5,0,3
Unassigned,2024050303,2,2,0,25,0,3.5,0,7
Unassigned,2024050308,2,2,0,0,0,1.5,0,3
Unassigned,2024050310,2,2,0,55.5,0,5,0,10
Unassigned,2024050314,2,2,0,27.5,0,4,0,8
Unassigned,2024050320,2,2,0,98.5,0,14.5,0,29
Unassigned,2024050322,2,2,0,7,0,3.5,0,7
Email,2024041419,1,1,0,0,0,3,0,3
Email,2024042102,1,1,1,218,1,5,1,5
Organic Search,2024041623,1,1,1,87,1,1,1,1
Organic Video,2024040616,1,1,1,359,1,29,1,29
Organic Video,2024040617,1,1,1,53,1,3,1,3
Organic Video,2024040712,1,1,1,0,1,3,1,3
Organic Video,2024040713,1,1,1,0,1,1,1,1
Organic Video,2024040819,1,1,1,8,1,4,1,4
Organic Video,2024040821,1,1,1,27,1,3,1,3
Organic Video,2024040906,1,1,1,37,1,4,1,4
Organic Video,2024040908,1,1,0,0,0,3,0,3
Organic Video,2024040913,1,1,1,0,1,3,1,3
Organic Video,2024040914,1,1,1,309,1,1,1,1
Organic Video,2024040915,1,1,1,171,1,6,1,6
Organic Video,2024041010,1,1,1,110,1,7,1,7
Organic Video,2024041011,1,2,2,0,2,2,1,4
Organic Video,2024041012,1,2,2,16,2,3,1,6
Organic Video,2024041013,1,1,1,477,1,8,1,8
Organic Video,2024041014,1,1,1,668,1,15,1,15
Organic Video,2024041015,1,2,2,99.5,2,3,1,6
Organic Video,2024041016,1,1,1,1514,1,30,1,30
Organic Video,2024041017,1,1,1,235,1,56,1,56
Organic Video,2024041019,1,1,1,0,1,5,1,5
Organic Video,2024041021,1,1,0,193,0,4,0,4
Organic Video,2024041109,1,1,1,0,1,3,1,3
Organic Video,2024041110,1,2,2,92.5,2,10,1,20
Organic Video,2024041111,1,1,1,499,1,24,1,24
Organic Video,2024041116,1,1,1,425,1,17,1,17
Organic Video,2024041117,1,1,1,0,1,1,1,1
Organic Video,2024041219,1,1,1,0,1,3,1,3
Organic Video,2024041221,1,1,1,1220,1,25,1,25
Organic Video,2024041319,1,1,0,0,0,3,0,3
Organic Video,2024041321,1,1,1,0,1,3,1,3
Organic Video,2024041322,1,1,1,47,1,9,1,9
Organic Video,2024041414,1,1,1,13,1,3,1,3
Organic Video,2024041417,1,1,0,0,0,2,0,2
Organic Video,2024041422,1,1,1,0,1,3,1,3
Organic Video,2024041423,1,1,1,648,1,8,1,8
Organic Video,2024041500,1,2,2,138.5,2,5,1,10
Organic Video,2024041522,1,1,1,0,1,7,1,7
Organic Video,2024041616,1,1,1,0,1,3,1,3
Organic Video,2024041618,1,2,1,185.5,1,3,0.5,6
Organic Video,2024041619,1,1,1,340,1,11,1,11
Organic Video,2024041715,1,1,1,17,1,4,1,4
Organic Video,2024041719,1,1,0,0,0,2,0,2
Organic Video,2024041800,1,2,2,30.5,2,5.5,1,11
Organic Video,2024041801,1,1,0,0,0,2,0,2
Organic Video,2024041809,1,1,1,160,1,11,1,11
Organic Video,2024041811,1,1,1,5,1,4,1,4
Organic Video,2024041903,1,1,1,19,1,7,1,7
Organic Video,2024041904,1,1,1,0,1,3,1,3
Organic Video,2024041912,1,1,1,479,1,14,1,14
Organic Video,2024041922,1,2,2,146,2,8.5,1,17
Organic Video,2024041923,1,1,1,55,1,4,1,4
Organic Video,2024042112,1,1,1,493,1,6,1,6
Organic Video,2024042113,1,1,1,169,1,6,1,6
Organic Video,2024042114,1,1,1,0,1,3,1,3
Organic Video,2024042115,1,1,1,276,1,49,1,49
Organic Video,2024042116,1,1,1,2,1,12,1,12
Organic Video,2024042122,1,1,1,18,1,4,1,4
Organic Video,2024042207,1,1,1,133,1,12,1,12
Organic Video,2024042208,1,1,1,64,1,12,1,12
Organic Video,2024042209,1,1,1,24,1,5,1,5
Organic Video,2024042210,1,1,1,309,1,10,1,10
Organic Video,2024042319,1,1,1,236,1,15,1,15
Organic Video,2024042320,1,1,1,160,1,27,1,27
Organic Video,2024042321,1,1,0,137,0,4,0,4
Organic Video,2024042410,1,1,0,0,0,2,0,2
Organic Video,2024042412,1,1,0,0,0,2,0,2
Organic Video,2024042416,1,1,1,0,1,2,1,2
Organic Video,2024042417,1,1,1,0,1,1,1,1
Organic Video,2024042418,1,1,0,13,0,3,0,3
Organic Video,2024042509,1,1,1,176,1,11,1,11
Organic Video,2024042515,1,1,1,191,1,16,1,16
Organic Video,2024042516,1,1,1,4525,1,9,1,9
Organic Video,2024042519,1,1,0,0,0,2,0,2
